Sale No.,Sale Date,Area Block,Lease No.,Region,Bid Order,Total Bid,MROV,Sortname,% Share,Net Bid,Block Max WD (ft),Status,Primary Term,Bid System Code,Royalty Rate,Init. Acres
231,3/19/2014,GC767,G35409,C,1,18450550,576000,"NOBLE ENERGY INC",50,9225275,6039,PRIMRY,10,R23,18.75,5760
231,3/19/2014,GC767,G35409,C,1,18450550,576000,"RIDGEWOOD ENERGY CORPORATION",50,9225275,6039,PRIMRY,10,R23,18.75,5760
231,3/19/2014,GC816,G35410,C,1,937555,576000,"LLOG BLUEWATER HOLDINGS LLC",70,656288.5,5255,RELINQ,10,R23,18.75,5760
231,3/19/2014,GC816,G35410,C,1,937555,576000,"RED WILLOW OFFSHORE LLC",25,234388.75,5255,RELINQ,10,R23,18.75,5760
231,3/19/2014,GC816,G35410,C,1,937555,576000,"HOUSTON ENERGY LP",5,46877.75,5255,RELINQ,10,R23,18.75,5760
231,3/19/2014,GC845,G35411,C,1,1546207,576000,"STATOIL GULF OF MEXICO LLC",100,1546207,6951,PRIMRY,10,R23,18.75,5760
231,3/19/2014,GC847,G35412,C,1,749608,576000,"STATOIL GULF OF MEXICO LLC",100,749608,5780,PRIMRY,10,R23,18.75,5760
231,3/19/2014,GC890,G35413,C,1,1215308,576000,"STATOIL GULF OF MEXICO LLC",100,1215308,6154,PRIMRY,10,R23,18.75,5760
231,3/19/2014,GC891,G35414,C,1,749608,576000,"STATOIL GULF OF MEXICO LLC",100,749608,5796,PRIMRY,10,R23,18.75,5760
231,3/19/2014,GC905,G35415,C,1,675000,576000,"FREEPORT MCMORAN OIL & GAS LLC",100,675000,5596,RELINQ,10,R23,18.75,5760
231,3/19/2014,GC949,G35416,C,1,8000000,576000,"FREEPORT MCMORAN OIL & GAS LLC",100,8000000,5439,PRIMRY,10,R23,18.75,5760
231,3/19/2014,GC988,G35417,C,1,757753,576000,"RED WILLOW OFFSHORE LLC",75,568314.75,5708,PRIMRY,10,R23,18.75,5760
231,3/19/2014,GC988,G35417,C,1,757753,576000,"HOUSTON ENERGY LP",25,189438.25,5708,PRIMRY,10,R23,18.75,5760
231,3/19/2014,AT011,G35418,C,1,3675500,9100000,"ANADARKO US OFFSHORE CORPORATION",100,3675500,4281,PRIMRY,7,R22,18.75,5760
231,3/19/2014,AT012,G35419,C,1,1514809,1000000,"BP EXPLORATION & PRODUCTION INC",100,1514809,4346,RELINQ,7,R22,18.75,5760
231,3/19/2014,LL360,G35456,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,9358,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL360,G35456,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,9358,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL364,G35457,C,1,726175,576000,"CHEVRON USA INC",100,726175,9726,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL365,G35458,C,1,726175,576000,"CHEVRON USA INC",100,726175,9772,RELINQ,10,R23,18.75,5760
231,3/19/2014,AT065,G35420,C,1,1155500,576000,"ANADARKO US OFFSHORE CORPORATION",100,1155500,5002,PRIMRY,7,R22,18.75,5760
231,3/19/2014,AT107,G35421,C,1,1421519,576000,"STATOIL GULF OF MEXICO LLC",100,1421519,4809,PRIMRY,7,R22,18.75,5760
231,3/19/2014,AT113,G35422,C,1,1425777,970000,"RED WILLOW OFFSHORE LLC",55.04,784747.6608,6265,PRIMRY,10,R23,18.75,5760
231,3/19/2014,AT113,G35422,C,1,1425777,970000,"HOUSTON ENERGY LP",5.79,82552.4883,6265,PRIMRY,10,R23,18.75,5760
231,3/19/2014,AT113,G35422,C,1,1425777,970000,"RIDGEWOOD ENERGY CORPORATION",39.17,558476.8509,6265,PRIMRY,10,R23,18.75,5760
231,3/19/2014,AT114,G35423,C,1,8734777,2100000,"RED WILLOW OFFSHORE LLC",55.04,4807621.2608,6511,PRIMRY,10,R23,18.75,5760
231,3/19/2014,AT114,G35423,C,1,8734777,2100000,"HOUSTON ENERGY LP",5.79,505743.5883,6511,PRIMRY,10,R23,18.75,5760
231,3/19/2014,AT114,G35423,C,1,8734777,2100000,"RIDGEWOOD ENERGY CORPORATION",39.17,3421412.1509,6511,PRIMRY,10,R23,18.75,5760
231,3/19/2014,AT138,G35424,C,1,654809,576000,"BP EXPLORATION & PRODUCTION INC",100,654809,3799,RELINQ,7,R22,18.75,5760
231,3/19/2014,AT139,G35425,C,1,1194809,1200000,"BP EXPLORATION & PRODUCTION INC",100,1194809,3828,RELINQ,7,R22,18.75,5760
231,3/19/2014,AT150,G35426,C,1,44550000,7200000,"FREEPORT MCMORAN OIL & GAS LLC",100,44550000,4920,RELINQ,7,R22,18.75,5760
231,3/19/2014,AT157,G35427,C,1,1425777,576000,"RED WILLOW OFFSHORE LLC",55.04,784747.6608,6075,PRIMRY,10,R23,18.75,5760
231,3/19/2014,AT157,G35427,C,1,1425777,576000,"HOUSTON ENERGY LP",5.79,82552.4883,6075,PRIMRY,10,R23,18.75,5760
231,3/19/2014,AT157,G35427,C,1,1425777,576000,"RIDGEWOOD ENERGY CORPORATION",39.17,558476.8509,6075,PRIMRY,10,R23,18.75,5760
231,3/19/2014,AT182,G35428,C,1,8014809,12000000,"BP EXPLORATION & PRODUCTION INC",100,8014809,4041,RELINQ,7,R22,18.75,5760
231,3/19/2014,AT183,G35429,C,1,6014809,2700000,"BP EXPLORATION & PRODUCTION INC",100,6014809,4061,RELINQ,7,R22,18.75,5760
231,3/19/2014,AT197,G35430,C,1,800000,1400000,"FREEPORT MCMORAN OIL & GAS LLC",100,800000,5199,UNIT,7,R22,18.75,5760
231,3/19/2014,AT198,G35431,C,1,68790000,20000000,"FREEPORT MCMORAN OIL & GAS LLC",100,68790000,5111,UNIT,7,R22,18.75,5760
231,3/19/2014,AT217,G35432,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,8302,RELINQ,10,R23,18.75,5760
231,3/19/2014,AT217,G35432,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,8302,RELINQ,10,R23,18.75,5760
231,3/19/2014,AT235,G35433,C,1,1194809,576000,"BP EXPLORATION & PRODUCTION INC",100,1194809,5039,RELINQ,7,R22,18.75,5760
231,3/19/2014,AT237,G35434,C,1,1194809,576000,"BP EXPLORATION & PRODUCTION INC",100,1194809,5160,RELINQ,7,R22,18.75,5760
231,3/19/2014,AT261,G35435,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,8420,RELINQ,10,R23,18.75,5760
231,3/19/2014,AT261,G35435,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,8420,RELINQ,10,R23,18.75,5760
231,3/19/2014,AT305,G35436,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,8689,RELINQ,10,R23,18.75,5760
231,3/19/2014,AT305,G35436,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,8689,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL049,G35437,C,1,651412,576000,"COBALT INTERNATIONAL ENERGY LP",60,390847.2,8998,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL049,G35437,C,1,651412,576000,"TOTAL E&P USA INC",40,260564.8,8998,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL050,G35438,C,1,651412,576000,"COBALT INTERNATIONAL ENERGY LP",60,390847.2,9178,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL050,G35438,C,1,651412,576000,"TOTAL E&P USA INC",40,260564.8,9178,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL135,G35439,C,1,951412,576000,"COBALT INTERNATIONAL ENERGY LP",60,570847.2,8961,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL135,G35439,C,1,951412,576000,"TOTAL E&P USA INC",40,380564.8,8961,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL177,G35440,C,1,951412,576000,"COBALT INTERNATIONAL ENERGY LP",60,570847.2,8460,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL177,G35440,C,1,951412,576000,"TOTAL E&P USA INC",40,380564.8,8460,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL179,G35441,C,1,951412,576000,"COBALT INTERNATIONAL ENERGY LP",60,570847.2,8771,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL179,G35441,C,1,951412,576000,"TOTAL E&P USA INC",40,380564.8,8771,RELINQ,10,R23,18.75,5760
231,3/19/2014,GC185,G35391,C,1,1260300,576000,"ANADARKO US OFFSHORE CORPORATION",100,1260300,2713,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC186,G35392,C,1,768500,576000,"ANADARKO US OFFSHORE CORPORATION",100,768500,2644,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC222,G35393,C,1,634500,576000,"ANADARKO US OFFSHORE CORPORATION",100,634500,2280,EXPIR,5,R21,18.75,5760
231,3/19/2014,GC223,G35394,C,1,1155500,576000,"ANADARKO US OFFSHORE CORPORATION",100,1155500,2333,EXPIR,5,R21,18.75,5760
231,3/19/2014,GC280,G35395,C,1,546150,,"TALOS ENERGY OFFSHORE LLC",100,546150,3221,REJECT,7,R22,18.75,5760
231,3/19/2014,GC299,G35396,C,1,654809,576000,"BP EXPLORATION & PRODUCTION INC",100,654809,3582,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC427,G35397,C,1,654809,576000,"BP EXPLORATION & PRODUCTION INC",100,654809,3736,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC428,G35398,C,1,654809,576000,"BP EXPLORATION & PRODUCTION INC",100,654809,3805,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC471,G35399,C,1,2014809,3000000,"BP EXPLORATION & PRODUCTION INC",100,2014809,3900,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC472,G35400,C,1,8581301,12000000,"LLOG BLUEWATER HOLDINGS LLC",70,6006910.7,3943,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC472,G35400,C,1,8581301,12000000,"RED WILLOW OFFSHORE LLC",25,2145325.25,3943,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC472,G35400,C,1,8581301,12000000,"HOUSTON ENERGY LP",5,429065.05,3943,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC515,G35401,C,1,1194809,1600000,"BP EXPLORATION & PRODUCTION INC",100,1194809,4150,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC516,G35402,C,1,2581301,3500000,"LLOG BLUEWATER HOLDINGS LLC",70,1806910.7,4123,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC516,G35402,C,1,2581301,3500000,"RED WILLOW OFFSHORE LLC",25,645325.25,4123,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC516,G35402,C,1,2581301,3500000,"HOUSTON ENERGY LP",5,129065.05,4123,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC607,G35403,C,1,834600,576000,"ANADARKO US OFFSHORE CORPORATION",100,834600,4356,PRIMRY,7,R22,18.75,5760
231,3/19/2014,GC669,G35404,C,1,1232778,576000,"STATOIL GULF OF MEXICO LLC",100,1232778,4422,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC712,G35405,C,1,1073216,576000,"STATOIL GULF OF MEXICO LLC",100,1073216,4796,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC713,G35406,C,1,750900,576000,"CONOCOPHILLIPS COMPANY",100,750900,4671,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC728,G35407,C,1,1157328,576000,"LLOG BLUEWATER HOLDINGS LLC",70,810129.6,4770,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC728,G35407,C,1,1157328,576000,"RED WILLOW OFFSHORE LLC",25,289332,4770,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC728,G35407,C,1,1157328,576000,"HOUSTON ENERGY LP",5,57866.4,4770,RELINQ,7,R22,18.75,5760
231,3/19/2014,GC756,G35408,C,1,992756,576000,"STATOIL GULF OF MEXICO LLC",100,992756,6032,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL404,G35460,C,1,1101412,576000,"COBALT INTERNATIONAL ENERGY LP",60,660847.2,9463,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL404,G35460,C,1,1101412,576000,"TOTAL E&P USA INC",40,440564.8,9463,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL405,G35461,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,9598,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL405,G35461,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,9598,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL406,G35462,C,1,651412,576000,"COBALT INTERNATIONAL ENERGY LP",60,390847.2,9539,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL406,G35462,C,1,651412,576000,"TOTAL E&P USA INC",40,260564.8,9539,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL409,G35463,C,1,726175,576000,"CHEVRON USA INC",100,726175,9804,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL413,G35464,C,1,1300412,576000,"COBALT INTERNATIONAL ENERGY LP",60,780247.2,9942,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL413,G35464,C,1,1300412,576000,"TOTAL E&P USA INC",40,520164.8,9942,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL448,G35465,C,1,1101412,576000,"COBALT INTERNATIONAL ENERGY LP",60,660847.2,9598,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL448,G35465,C,1,1101412,576000,"TOTAL E&P USA INC",40,440564.8,9598,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL449,G35466,C,1,1101412,576000,"COBALT INTERNATIONAL ENERGY LP",60,660847.2,9598,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL449,G35466,C,1,1101412,576000,"TOTAL E&P USA INC",40,440564.8,9598,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL455,G35467,C,1,1300412,576000,"COBALT INTERNATIONAL ENERGY LP",60,780247.2,9959,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL455,G35467,C,1,1300412,576000,"TOTAL E&P USA INC",40,520164.8,9959,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL457,G35468,C,1,1300412,576000,"COBALT INTERNATIONAL ENERGY LP",60,780247.2,10047,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL457,G35468,C,1,1300412,576000,"TOTAL E&P USA INC",40,520164.8,10047,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL487,G35469,C,1,651412,576000,"COBALT INTERNATIONAL ENERGY LP",60,390847.2,9014,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL487,G35469,C,1,651412,576000,"TOTAL E&P USA INC",40,260564.8,9014,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL488,G35470,C,1,1101412,576000,"COBALT INTERNATIONAL ENERGY LP",60,660847.2,9030,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL488,G35470,C,1,1101412,576000,"TOTAL E&P USA INC",40,440564.8,9030,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL489,G35471,C,1,651412,576000,"COBALT INTERNATIONAL ENERGY LP",60,390847.2,9224,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL489,G35471,C,1,651412,576000,"TOTAL E&P USA INC",40,260564.8,9224,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL490,G35472,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,9299,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL490,G35472,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,9299,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL491,G35473,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,9427,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL491,G35473,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,9427,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL492,G35474,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,9421,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL492,G35474,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,9421,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL532,G35475,C,1,651412,576000,"COBALT INTERNATIONAL ENERGY LP",60,390847.2,9148,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL532,G35475,C,1,651412,576000,"TOTAL E&P USA INC",40,260564.8,9148,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL896,G35476,C,1,627580,576000,"NOBLE ENERGY INC",100,627580,9614,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL897,G35477,C,1,727580,576000,"NOBLE ENERGY INC",100,727580,9837,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL898,G35478,C,1,627580,576000,"NOBLE ENERGY INC",100,627580,9657,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL940,G35479,C,1,627580,576000,"NOBLE ENERGY INC",100,627580,9594,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL941,G35480,C,1,627580,576000,"NOBLE ENERGY INC",100,627580,9719,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL183,G35442,C,1,951412,576000,"COBALT INTERNATIONAL ENERGY LP",60,570847.2,9299,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL183,G35442,C,1,951412,576000,"TOTAL E&P USA INC",40,380564.8,9299,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL221,G35443,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,8489,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL221,G35443,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,8489,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL222,G35444,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,8620,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL222,G35444,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,8620,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL223,G35445,C,1,951412,576000,"COBALT INTERNATIONAL ENERGY LP",60,570847.2,8788,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL223,G35445,C,1,951412,576000,"TOTAL E&P USA INC",40,380564.8,8788,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL225,G35446,C,1,951412,576000,"COBALT INTERNATIONAL ENERGY LP",60,570847.2,9099,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL225,G35446,C,1,951412,576000,"TOTAL E&P USA INC",40,380564.8,9099,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL226,G35447,C,1,951412,576000,"COBALT INTERNATIONAL ENERGY LP",60,570847.2,9191,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL226,G35447,C,1,951412,576000,"TOTAL E&P USA INC",40,380564.8,9191,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL265,G35448,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,8879,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL265,G35448,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,8879,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL266,G35449,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,8591,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL266,G35449,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,8591,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL267,G35450,C,1,951412,576000,"COBALT INTERNATIONAL ENERGY LP",60,570847.2,8938,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL267,G35450,C,1,951412,576000,"TOTAL E&P USA INC",40,380564.8,8938,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL268,G35451,C,1,951412,576000,"COBALT INTERNATIONAL ENERGY LP",60,570847.2,8938,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL268,G35451,C,1,951412,576000,"TOTAL E&P USA INC",40,380564.8,8938,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL315,G35452,C,1,751412,576000,"COBALT INTERNATIONAL ENERGY LP",60,450847.2,9004,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL315,G35452,C,1,751412,576000,"TOTAL E&P USA INC",40,300564.8,9004,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL357,G35453,C,1,1101412,576000,"COBALT INTERNATIONAL ENERGY LP",60,660847.2,9168,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL357,G35453,C,1,1101412,576000,"TOTAL E&P USA INC",40,440564.8,9168,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL358,G35454,C,1,1101412,576000,"COBALT INTERNATIONAL ENERGY LP",60,660847.2,9266,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL358,G35454,C,1,1101412,576000,"TOTAL E&P USA INC",40,440564.8,9266,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL359,G35455,C,1,1101412,576000,"COBALT INTERNATIONAL ENERGY LP",60,660847.2,9362,RELINQ,10,R23,18.75,5760
231,3/19/2014,LL359,G35455,C,1,1101412,576000,"TOTAL E&P USA INC",40,440564.8,9362,RELINQ,10,R23,18.75,5760
231,3/19/2014,MC036,G35308,C,1,8000000,12000000,"FREEPORT MCMORAN OIL & GAS LLC",100,8000000,3818,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC037,G35309,C,1,20000000,3300000,"FREEPORT MCMORAN OIL & GAS LLC",100,20000000,4576,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC068,G35310,C,1,655555,576000,"STONE ENERGY OFFSHORE LLC",100,655555,1604,EXPIR,5,R21,18.75,5760
231,3/19/2014,MC080,G35311,C,1,1645550,1300000,"STONE ENERGY OFFSHORE LLC",33.33,548461.815,4369,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC080,G35311,C,1,1645550,1300000,"NOBLE ENERGY INC",33.33,548461.815,4369,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC080,G35311,C,1,1645550,1300000,"RIDGEWOOD ENERGY CORPORATION",33.33,548461.815,4369,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC081,G35312,C,1,35000000,35000000,"FREEPORT MCMORAN OIL & GAS LLC",100,35000000,4661,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC082,G35313,C,1,45000000,27000000,"FREEPORT MCMORAN OIL & GAS LLC",100,45000000,5252,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC117,G35314,C,1,12255555,576000,"STONE ENERGY OFFSHORE LLC",100,12255555,3064,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC124,G35315,C,1,1600000,990000,"FREEPORT MCMORAN OIL & GAS LLC",100,1600000,4638,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC125,G35316,C,1,8000000,3400000,"FREEPORT MCMORAN OIL & GAS LLC",100,8000000,5055,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC165,G35317,C,1,2843452,576000,"CHEVRON USA INC",100,2843452,4652,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC166,G35318,C,1,35938136,12000000,"CHEVRON USA INC",100,35938136,4264,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC168,G35319,C,1,675000,1100000,"FREEPORT MCMORAN OIL & GAS LLC",100,675000,4812,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC173,G35320,C,1,654809,1300000,"BP EXPLORATION & PRODUCTION INC",100,654809,6538,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC216,G35321,C,1,42000000,14000000,"FREEPORT MCMORAN OIL & GAS LLC",100,42000000,6705,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC217,G35322,C,1,654809,576000,"BP EXPLORATION & PRODUCTION INC",100,654809,6839,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC246,G35323,C,1,1017217,576000,"ENI PETROLEUM US LLC",100,1017217,3887,RELINQ,7,R22,18.75,5760
231,3/19/2014,MC254,G35324,C,1,758555,576000,"LLOG BLUEWATER HOLDINGS LLC",50,379277.5,5432,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC254,G35324,C,1,758555,576000,"RED WILLOW OFFSHORE LLC",23.75,180156.8125,5432,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC254,G35324,C,1,758555,576000,"HOUSTON ENERGY LP",2.5,18963.875,5432,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC254,G35324,C,1,758555,576000,"RIDGEWOOD ENERGY CORPORATION",23.75,180156.8125,5432,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC257,G35325,C,1,17157777,576000,"RED WILLOW OFFSHORE LLC",47.5,8149944.075,6105,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC257,G35325,C,1,17157777,576000,"HOUSTON ENERGY LP",5,857888.85,6105,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC257,G35325,C,1,17157777,576000,"RIDGEWOOD ENERGY CORPORATION",47.5,8149944.075,6105,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC258,G35326,C,1,607000,576000,"DEEP GULF ENERGY II LLC",100,607000,6498,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC290,G35327,C,1,5977217,576000,"ENI PETROLEUM US LLC",100,5977217,4169,RELINQ,7,R22,18.75,5760
231,3/19/2014,MC343,G35328,C,1,37000000,576000,"FREEPORT MCMORAN OIL & GAS LLC",100,37000000,6560,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC345,G35329,C,1,9435750,1900000,"RED WILLOW OFFSHORE LLC",35,3302512.5,6941,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC345,G35329,C,1,9435750,1900000,"HOUSTON ENERGY LP",5,471787.5,6941,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC345,G35329,C,1,9435750,1900000,"RIDGEWOOD ENERGY CORPORATION",60,5661450,6941,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC384,G35330,C,1,707714,576000,"SHELL OFFSHORE INC.",100,707714,6059,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC416,G35331,C,1,752888,7600000,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,752888,2775,REJECT,7,R22,18.75,5760
231,3/19/2014,MC417,G35332,C,1,752888,3700000,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,752888,2893,REJECT,7,R22,18.75,5760
231,3/19/2014,MC470,G35333,C,1,7500125,576000,"MURPHY EXPLORATION & PRODUCTION COMPANY - USA",100,7500125,5829,RELINQ,10,R23,18.75,5760
231,3/19/2014,MC473,G35334,C,1,1194809,576000,"BP EXPLORATION & PRODUCTION INC",100,1194809,6337,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC475,G35335,C,1,62356855,576000,"CHEVRON USA INC",100,62356855,6659,PRIMRY,10,R23,18.75,5760
231,3/19/2014,MC504,G35336,C,1,596888,576000,"LLOG DEEPWATER DEVELOPMENT COMPANY LLC",100,596888,3408,PRIMRY,7,R22,18.75,5760
231,3/19/2014,MC512,G35337,C,1,654809,576000,"BP EXPLORATION & PRODUCTION INC",100,654809,5025,RELINQ,7,R22,18.75,5760
231,3/19/2014,MC514,G35338,C,1,3001125,576000,"MURPHY EXPLORATION & PRODUCTION COMPANY - USA",100,3001125,5826,RELINQ,10,R23,18.75,5760
231,3/19/2014,MC515,G35339,C,1,1152125,576000,"MURPHY EXPLORATION & PRODUCTION COMPANY - USA",100,1152125,5891,RELINQ,10,R23,18.75,5760
231,3/19/2014,MC589,G35340,C,1,1788888,10000000,"LLOG BLUEWATER HOLDINGS LLC",100,1788888,2897,REJECT,7,R22,18.75,5760
