Sale No.,Sale Date,Area Block,Lease No.,Region,Bid Order,Total Bid,MROV,Sortname,% Share,Net Bid,Block Max WD (ft),Status,Primary Term,Bid System Code,Royalty Rate,Init. Acres
235,3/18/2015,GC719,G35678,C,1,2163576,576000,"UNION OIL COMPANY OF CALIFORNIA",75,1622682,4848,RELINQ,10,R23,18.75,5760
235,3/18/2015,GC720,G35679,C,1,26363358,576000,"VENARI OFFSHORE LLC",25,6590839.5,5816,RELINQ,10,R23,18.75,5760
235,3/18/2015,GC720,G35679,C,1,26363358,576000,"UNION OIL COMPANY OF CALIFORNIA",75,19772518.5,5816,RELINQ,10,R23,18.75,5760
235,3/18/2015,GC750,G35680,C,1,725725,576000,"SHELL OFFSHORE INC.",100,725725,5166,PRIMRY,7,R22,18.75,5760
235,3/18/2015,GC751,G35681,C,1,725725,576000,"SHELL OFFSHORE INC.",100,725725,5180,PRIMRY,7,R22,18.75,5760
238,8/20/2014,AC893,G35558,W,1,1151027,576000,"BP EXPLORATION & PRODUCTION INC",100,1151027,5977,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC894,G35559,W,1,671027,576000,"BP EXPLORATION & PRODUCTION INC",100,671027,5970,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC895,G35560,W,1,671027,576000,"BP EXPLORATION & PRODUCTION INC",100,671027,5973,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC902,G35561,W,1,1750314,576000,"SHELL OFFSHORE INC.",100,1750314,9827,PRIMRY,10,R23,18.75,5760
238,8/20/2014,AC911,G35562,W,1,786186,576000,"EXXON MOBIL CORPORATION",100,786186,9594,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC912,G35563,W,1,786186,576000,"EXXON MOBIL CORPORATION",100,786186,9703,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC933,G35564,W,1,931027,421800,"BP EXPLORATION & PRODUCTION INC",100,931027,5599,RELINQ,10,R23,18.75,4217.21
238,8/20/2014,AC934,G35565,W,1,1506250,1100000,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,1506250,6101,PRIMRY,10,R23,18.75,4319.05
238,8/20/2014,AC935,G35566,W,1,2806250,442100,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,2806250,5731,PRIMRY,10,R23,18.75,4420.88
238,8/20/2014,AC936,G35567,W,1,1351027,452300,"BP EXPLORATION & PRODUCTION INC",100,1351027,5786,RELINQ,10,R23,18.75,4522.71
238,8/20/2014,AC937,G35568,W,1,521027,462500,"BP EXPLORATION & PRODUCTION INC",100,521027,5973,RELINQ,10,R23,18.75,4624.53
238,8/20/2014,AC938,G35569,W,1,621027,472700,"BP EXPLORATION & PRODUCTION INC",100,621027,6462,RELINQ,10,R23,18.75,4726.35
238,8/20/2014,AC939,G35570,W,1,621027,482900,"BP EXPLORATION & PRODUCTION INC",100,621027,5908,RELINQ,10,R23,18.75,4828.17
238,8/20/2014,AC999,G35571,W,1,95140,69700,"EXXON MOBIL CORPORATION",100,95140,9827,RELINQ,10,R23,18.75,696.98
238,8/20/2014,KC011,G35572,W,1,739321,576000,"CHEVRON USA INC",100,739321,4248,RELINQ,7,R22,18.75,5760
238,8/20/2014,EB113,G35498,W,1,131918,113900,"FOCUS EXPLORATION LLC",100,131918,817,RELINQ,5,RS21,18.75,4555.9
238,8/20/2014,EB115,G35499,W,1,117318,99300,"FOCUS EXPLORATION LLC",100,117318,860,RELINQ,5,RS21,18.75,3971.88
238,8/20/2014,EB156,G35500,W,1,594018,576000,"FOCUS EXPLORATION LLC",100,594018,1326,RELINQ,5,R21,18.75,5760
238,8/20/2014,EB252,G35501,W,1,594018,576000,"FOCUS EXPLORATION LLC",100,594018,1624,RELINQ,5,R21,18.75,5760
238,8/20/2014,EB420,G35502,W,1,577000,576000,"CONOCOPHILLIPS COMPANY",100,577000,2766,RELINQ,7,R22,18.75,5760
238,8/20/2014,EB421,G35503,W,1,577000,576000,"CONOCOPHILLIPS COMPANY",100,577000,2798,RELINQ,7,R22,18.75,5760
238,8/20/2014,EB464,G35504,W,1,577000,576000,"CONOCOPHILLIPS COMPANY",100,577000,2943,RELINQ,7,R22,18.75,5760
238,8/20/2014,EB465,G35505,W,1,577000,576000,"CONOCOPHILLIPS COMPANY",100,577000,2972,RELINQ,7,R22,18.75,5760
238,8/20/2014,EB536,G35506,W,1,1255885,576000,"VENARI OFFSHORE LLC",100,1255885,3271,RELINQ,7,R22,18.75,5760
238,8/20/2014,EB951,G35507,W,1,922255,,"VENARI OFFSHORE LLC",100,922255,4668,RELINQ,7,R22,18.75,5760
238,8/20/2014,EB997,G35508,W,1,735555,,"VENARI OFFSHORE LLC",100,735555,4566,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC054,G35518,W,1,757220,576000,"CONOCOPHILLIPS COMPANY",100,757220,4927,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC055,G35519,W,1,577000,576000,"CONOCOPHILLIPS COMPANY",100,577000,4802,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC060,G35520,W,1,615555,576000,"VENARI OFFSHORE LLC",100,615555,5291,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC061,G35521,W,1,715885,576000,"VENARI OFFSHORE LLC",100,715885,4976,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC074,G35522,W,1,865585,6500000,"VENARI OFFSHORE LLC",100,865585,4350,REJECT,7,R22,18.75,5760
238,8/20/2014,AC181,G35523,W,1,1657760,980000,"CONOCOPHILLIPS COMPANY",100,1657760,4652,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC182,G35524,W,1,757220,576000,"CONOCOPHILLIPS COMPANY",100,757220,4264,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC215,G35525,W,1,8539321,576000,"CHEVRON USA INC",100,8539321,4333,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC216,G35526,W,1,5739321,576000,"CHEVRON USA INC",100,5739321,4589,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC226,G35527,W,1,577000,576000,"CONOCOPHILLIPS COMPANY",100,577000,4697,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC258,G35528,W,1,7439321,7000000,"CHEVRON USA INC",100,7439321,4428,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC260,G35529,W,1,3339321,5200000,"CHEVRON USA INC",100,3339321,5078,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC279,G35530,W,1,1206250,576000,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,1206250,5291,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC280,G35531,W,1,1206250,576000,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,1206250,5209,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC415,G35532,W,1,1106250,,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,1106250,5816,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC416,G35533,W,1,906250,,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,906250,5868,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC431,G35534,W,1,16788800,10000000,"CONOCOPHILLIPS COMPANY",100,16788800,6095,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC456,G35535,W,1,906250,,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,906250,5314,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC457,G35536,W,1,906250,,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,906250,5373,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC458,G35537,W,1,906250,,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,906250,5613,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC459,G35538,W,1,1106250,,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,1106250,5563,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC501,G35539,W,1,906250,,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,906250,5399,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC561,G35540,W,1,721027,576000,"BP EXPLORATION & PRODUCTION INC",100,721027,5875,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC643,G35541,W,1,576000,576000,"LLOG BLUEWATER HOLDINGS LLC",100,576000,8073,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC644,G35542,W,1,576000,576000,"LLOG BLUEWATER HOLDINGS LLC",100,576000,10228,PRIMRY,10,R23,18.75,5760
238,8/20/2014,AC687,G35543,W,1,576000,576000,"LLOG BLUEWATER HOLDINGS LLC",100,576000,8758,PRIMRY,10,R23,18.75,5760
238,8/20/2014,AC688,G35544,W,1,576000,576000,"LLOG BLUEWATER HOLDINGS LLC",100,576000,8788,PRIMRY,10,R23,18.75,5760
238,8/20/2014,AC731,G35545,W,1,576000,576000,"LLOG BLUEWATER HOLDINGS LLC",100,576000,9014,PRIMRY,10,R23,18.75,5760
238,8/20/2014,AC801,G35546,W,1,1151027,576000,"BP EXPLORATION & PRODUCTION INC",100,1151027,5908,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC802,G35547,W,1,1151027,576000,"BP EXPLORATION & PRODUCTION INC",100,1151027,5232,RELINQ,7,R22,18.75,5760
238,8/20/2014,AC845,G35548,W,1,906250,576000,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,906250,5206,PRIMRY,10,R23,18.75,5760
238,8/20/2014,AC847,G35549,W,1,1151027,576000,"BP EXPLORATION & PRODUCTION INC",100,1151027,5419,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC848,G35550,W,1,1151027,576000,"BP EXPLORATION & PRODUCTION INC",100,1151027,5662,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC851,G35551,W,1,671027,576000,"BP EXPLORATION & PRODUCTION INC",100,671027,6187,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC866,G35552,W,1,821027,576000,"BP EXPLORATION & PRODUCTION INC",100,821027,9532,PRIMRY,10,R23,18.75,5760
238,8/20/2014,AC867,G35553,W,1,821027,576000,"BP EXPLORATION & PRODUCTION INC",100,821027,9624,PRIMRY,10,R23,18.75,5760
238,8/20/2014,AC889,G35554,W,1,1351027,576000,"BP EXPLORATION & PRODUCTION INC",100,1351027,5514,RELINQ,10,R23,18.75,5760
238,8/20/2014,AC890,G35555,W,1,4406250,4400000,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,4406250,6111,PRIMRY,10,R23,18.75,5760
238,8/20/2014,AC891,G35556,W,1,3106250,576000,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,3106250,5754,PRIMRY,10,R23,18.75,5760
238,8/20/2014,AC892,G35557,W,1,2321027,576000,"BP EXPLORATION & PRODUCTION INC",100,2321027,5711,RELINQ,10,R23,18.75,5760
241,3/23/2016,MC796,G35835,C,1,1475475,576000,"LLOG EXPLORATION OFFSHORE LLC",31.5,464774.625,2208,PRIMRY,5,R21,18.75,5760
241,3/23/2016,MC796,G35835,C,1,1475475,576000,"HOUSTON ENERGY LP",3.42,50461.245,2208,PRIMRY,5,R21,18.75,5760
241,3/23/2016,MC796,G35835,C,1,1475475,576000,"RIDGEWOOD ENERGY CORPORATION",32.53,479972.0175,2208,PRIMRY,5,R21,18.75,5760
241,3/23/2016,MC804,G35836,C,1,975975,576000,"RED WILLOW OFFSHORE LLC",47.5,463588.125,3759,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC804,G35836,C,1,975975,576000,"HOUSTON ENERGY LP",5,48798.75,3759,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC804,G35836,C,1,975975,576000,"RIDGEWOOD ENERGY CORPORATION",47.5,463588.125,3759,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC988,G35837,C,1,1321681,830000,"BP EXPLORATION & PRODUCTION INC",100,1321681,4740,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC989,G35838,C,1,1355355,1200000,"RIDGEWOOD ENERGY CORPORATION",100,1355355,5065,PRIMRY,7,R22,18.75,5760
241,3/23/2016,DC663,G35839,C,1,5200120,4600000,"EXXON MOBIL CORPORATION",100,5200120,8099,PRIMRY,10,R23,18.75,5760
241,3/23/2016,DC707,G35840,C,1,1200120,840000,"EXXON MOBIL CORPORATION",100,1200120,8220,PRIMRY,10,R23,18.75,5760
241,3/23/2016,DC708,G35841,C,1,620120,576000,"EXXON MOBIL CORPORATION",100,620120,8279,PRIMRY,10,R23,18.75,5760
241,3/23/2016,GB412,G35842,C,1,621681,576000,"BP EXPLORATION & PRODUCTION INC",100,621681,1516,RELINQ,5,R21,18.75,5760
241,3/23/2016,GB413,G35843,C,1,621681,576000,"BP EXPLORATION & PRODUCTION INC",100,621681,1736,RELINQ,5,R21,18.75,5760
241,3/23/2016,GB457,G35844,C,1,621681,576000,"BP EXPLORATION & PRODUCTION INC",100,621681,2339,RELINQ,5,R21,18.75,5760
241,3/23/2016,GB544,G35845,C,1,621681,576000,"BP EXPLORATION & PRODUCTION INC",100,621681,2487,RELINQ,5,R21,18.75,5760
241,3/23/2016,GB556,G35846,C,1,610624,576000,"SHELL OFFSHORE INC.",100,610624,3379,PRIMRY,7,R22,18.75,5760
241,3/23/2016,GB584,G35847,C,1,621681,576000,"BP EXPLORATION & PRODUCTION INC",100,621681,2460,RELINQ,5,R21,18.75,5760
241,3/23/2016,GB585,G35848,C,1,621681,576000,"BP EXPLORATION & PRODUCTION INC",100,621681,2634,RELINQ,7,R22,18.75,5760
241,3/23/2016,GB586,G35849,C,1,621681,576000,"BP EXPLORATION & PRODUCTION INC",100,621681,2893,RELINQ,7,R22,18.75,5760
241,3/23/2016,GB603,G35850,C,1,697324,576000,"COBALT INTERNATIONAL ENERGY LP",60,418394.4,3750,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC247,G35808,C,1,761108,576000,"CHEVRON USA INC",100,761108,3320,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC267,G35809,C,1,59923,54475,"APACHE SHELF EXPLORATION LLC",100,59923,768,RELINQ,5,RS21,18.75,2178.08
241,3/23/2016,MC291,G35810,C,1,636829,576000,"CHEVRON USA INC",100,636829,4025,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC292,G35811,C,1,710624,576000,"SHELL OFFSHORE INC.",100,710624,4786,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC293,G35812,C,1,710624,576000,"SHELL OFFSHORE INC.",100,710624,4947,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC305,G35813,C,1,1110000,576000,"FREEPORT MCMORAN EXPLORATION & PRODUCTION LLC",100,1110000,7377,PRIMRY,10,R23,18.75,5760
241,3/23/2016,MC312,G35814,C,1,158423,144000,"APACHE SHELF EXPLORATION LLC",100,158423,1309,RELINQ,5,RS21,18.75,5760
241,3/23/2016,GC437,G35869,C,1,621681,1900000,"BP EXPLORATION & PRODUCTION INC",100,621681,4222,REJECT,7,R22,18.75,4312.84
241,3/23/2016,GC475,G35870,C,1,13225126,6300000,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,13225126,4212,PRIMRY,7,R22,18.75,5760
241,3/23/2016,GC481,G35871,C,1,571681,2700000,"BP EXPLORATION & PRODUCTION INC",100,571681,4258,REJECT,7,R22,18.75,4591.87
241,3/23/2016,GC523,G35872,C,1,822126,576000,"BHP BILLITON PETROLEUM (DEEPWATER) INC",100,822126,4035,RELINQ,7,R22,18.75,5760
241,3/23/2016,GC550,G35873,C,1,1089624,576000,"SHELL OFFSHORE INC.",100,1089624,4153,PRIMRY,7,R22,18.75,5760
241,3/23/2016,GC551,G35874,C,1,3500624,576000,"SHELL OFFSHORE INC.",100,3500624,4337,PRIMRY,7,R22,18.75,5760
241,3/23/2016,GC675,G35875,C,1,676108,576000,"CHEVRON USA INC",100,676108,5485,RELINQ,10,R23,18.75,5760
241,3/23/2016,GC681,G35876,C,1,761108,576000,"CHEVRON USA INC",100,761108,5655,PRIMRY,10,R23,18.75,5760
241,3/23/2016,GC725,G35877,C,1,626829,576000,"CHEVRON USA INC",100,626829,5652,PRIMRY,10,R23,18.75,5760
241,3/23/2016,GC818,G35878,C,1,752003,576000,"REPSOL E&P USA INC",100,752003,5347,PRIMRY,10,R23,18.75,5760
241,3/23/2016,GC895,G35879,C,1,624624,576000,"RED WILLOW OFFSHORE LLC",50,312312,6128,PRIMRY,10,R23,18.75,5760
241,3/23/2016,GC895,G35879,C,1,624624,576000,"HOUSTON ENERGY LP",50,312312,6128,PRIMRY,10,R23,18.75,5760
241,3/23/2016,GC936,G35880,C,1,626829,576000,"CHEVRON USA INC",100,626829,7361,RELINQ,10,R7,18.75,5760
241,3/23/2016,AT314,G35881,C,1,624624,576000,"RED WILLOW OFFSHORE LLC",33.33,208187.1792,4163,PRIMRY,7,R22,18.75,5760
241,3/23/2016,AT314,G35881,C,1,624624,576000,"HOUSTON ENERGY LP",33.34,208249.6416,4163,PRIMRY,7,R22,18.75,5760
241,3/23/2016,AT314,G35881,C,1,624624,576000,"RIDGEWOOD ENERGY CORPORATION",33.33,208187.1792,4163,PRIMRY,7,R22,18.75,5760
241,3/23/2016,LL272,G35882,C,1,627324,576000,"COBALT INTERNATIONAL ENERGY LP",60,376394.4,9401,RELINQ,10,R23,18.75,5760
241,3/23/2016,LL272,G35882,C,1,627324,576000,"TOTAL E&P USA INC",40,250929.6,9401,RELINQ,10,R23,18.75,5760
241,3/23/2016,LL665,G35883,C,1,716829,576000,"CHEVRON USA INC",100,716829,9122,PRIMRY,10,R23,18.75,5760
241,3/23/2016,LL753,G35884,C,1,616202,576000,"CHEVRON USA INC",100,616202,9237,PRIMRY,10,R23,18.75,5760
241,3/23/2016,LL754,G35885,C,1,616108,576000,"CHEVRON USA INC",100,616108,9270,RELINQ,10,R23,18.75,5760
241,3/23/2016,KC061,G35886,C,1,957324,1300000,"COBALT INTERNATIONAL ENERGY LP",60,574394.4,4524,PRIMRY,7,R22,18.75,5760
241,3/23/2016,KC061,G35886,C,1,957324,1300000,"TOTAL E&P USA INC",40,382929.6,4524,PRIMRY,7,R22,18.75,5760
241,3/23/2016,KC075,G35887,C,1,1838108,576000,"CHEVRON USA INC",100,1838108,4986,RELINQ,10,R23,18.75,5760
241,3/23/2016,KC105,G35888,C,1,797324,900000,"COBALT INTERNATIONAL ENERGY LP",60,478394.4,4786,RELINQ,7,R22,18.75,5760
241,3/23/2016,KC105,G35888,C,1,797324,900000,"TOTAL E&P USA INC",40,318929.6,4786,RELINQ,7,R22,18.75,5760
241,3/23/2016,KC106,G35889,C,1,1007324,1100000,"COBALT INTERNATIONAL ENERGY LP",60,604394.4,4799,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC341,G35815,C,1,921681,576000,"BP EXPLORATION & PRODUCTION INC",100,921681,6039,PRIMRY,10,R23,18.75,5760
241,3/23/2016,MC346,G35816,C,1,695695,3300000,"RED WILLOW OFFSHORE LLC",30.87,214761.0465,7030,REJECT,10,R23,18.75,5760
241,3/23/2016,MC346,G35816,C,1,695695,3300000,"LLOG EXPLORATION OFFSHORE LLC",35,243493.25,7030,REJECT,10,R23,18.75,5760
241,3/23/2016,MC346,G35816,C,1,695695,3300000,"HOUSTON ENERGY LP",3.25,22610.0875,7030,REJECT,10,R23,18.75,5760
241,3/23/2016,MC346,G35816,C,1,695695,3300000,"RIDGEWOOD ENERGY CORPORATION",30.87,214761.0465,7030,REJECT,10,R23,18.75,5760
241,3/23/2016,MC358,G35817,C,1,60874,57975,"APACHE SHELF EXPLORATION LLC",100,60874,755,RELINQ,5,RS21,18.75,2318.09
241,3/23/2016,MC359,G35818,C,1,67777,52650,"PEREGRINE OIL & GAS II LLC",100,67777,820,RELINQ,5,RS21,18.75,2105.85
241,3/23/2016,MC360,G35819,C,1,149900,125100,"PEREGRINE OIL & GAS II LLC",100,149900,939,RELINQ,5,RS21,18.75,5003.05
241,3/23/2016,MC381,G35820,C,1,621681,576000,"BP EXPLORATION & PRODUCTION INC",100,621681,5639,PRIMRY,10,R23,18.75,5760
241,3/23/2016,MC385,G35821,C,1,6500000,5500000,"DEEP GULF ENERGY III LLC",100,6500000,6160,PRIMRY,10,R23,18.75,5760
241,3/23/2016,MC390,G35822,C,1,845845,576000,"LLOG EXPLORATION OFFSHORE LLC",50,422922.5,7118,PRIMRY,10,R23,18.75,5760
241,3/23/2016,MC390,G35822,C,1,845845,576000,"RIDGEWOOD ENERGY CORPORATION",50,422922.5,7118,PRIMRY,10,R23,18.75,5760
241,3/23/2016,MC430,G35823,C,1,921681,576000,"BP EXPLORATION & PRODUCTION INC",100,921681,6469,PROD,10,R23,18.75,5760
241,3/23/2016,MC434,G35824,C,1,13687108,576000,"VENARI OFFSHORE LLC",25,3421777,7148,NO-ISS,10,R23,18.75,5760
241,3/23/2016,MC434,G35824,C,1,13687108,576000,"CHEVRON USA INC",75,10265331,7148,NO-ISS,10,R23,18.75,5760
241,3/23/2016,MC474,G35825,C,1,712060,576000,"BP EXPLORATION & PRODUCTION INC",66.66,474659.196,6492,PRIMRY,10,R23,18.75,5760
241,3/23/2016,MC474,G35825,C,1,712060,576000,"NOBLE ENERGY INC",33.33,237329.598,6492,PRIMRY,10,R23,18.75,5760
241,3/23/2016,MC478,G35826,C,1,1089624,576000,"SHELL OFFSHORE INC.",100,1089624,7108,PRIMRY,10,R23,18.75,5760
241,3/23/2016,MC505,G35827,C,1,596383,576000,"LLOG EXPLORATION OFFSHORE LLC",100,596383,3582,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC518,G35828,C,1,8021690,3400000,"BP EXPLORATION & PRODUCTION INC",66.66,5347258.554,6538,PRIMRY,10,R23,18.75,5760
241,3/23/2016,MC518,G35828,C,1,8021690,3400000,"NOBLE ENERGY INC",33.33,2673629.277,6538,PRIMRY,10,R23,18.75,5760
241,3/23/2016,MC589,G35829,C,1,596383,3000000,"LLOG EXPLORATION OFFSHORE LLC",100,596383,2897,REJECT,7,R22,18.75,5760
241,3/23/2016,MC611,G35830,C,1,7010624,576000,"SHELL OFFSHORE INC.",100,7010624,7423,UNIT,10,R23,18.75,5760
241,3/23/2016,MC749,G35831,C,1,2975975,1900000,"RED WILLOW OFFSHORE LLC",32.53,968084.6675,1296,PRIMRY,5,RS21,18.75,5760
241,3/23/2016,MC749,G35831,C,1,2975975,1900000,"LLOG EXPLORATION OFFSHORE LLC",31.5,937432.125,1296,PRIMRY,5,RS21,18.75,5760
241,3/23/2016,MC749,G35831,C,1,2975975,1900000,"HOUSTON ENERGY LP",3.42,101778.345,1296,PRIMRY,5,RS21,18.75,5760
241,3/23/2016,MC749,G35831,C,1,2975975,1900000,"RIDGEWOOD ENERGY CORPORATION",32.53,968084.6675,1296,PRIMRY,5,RS21,18.75,5760
241,3/23/2016,MC750,G35832,C,1,1185185,576000,"RED WILLOW OFFSHORE LLC",32.53,385540.6805,1503,PRIMRY,5,R21,18.75,5760
241,3/23/2016,MC750,G35832,C,1,1185185,576000,"LLOG EXPLORATION OFFSHORE LLC",31.5,373333.275,1503,PRIMRY,5,R21,18.75,5760
241,3/23/2016,MC750,G35832,C,1,1185185,576000,"HOUSTON ENERGY LP",3.42,40533.327,1503,PRIMRY,5,R21,18.75,5760
241,3/23/2016,MC750,G35832,C,1,1185185,576000,"RIDGEWOOD ENERGY CORPORATION",32.53,385540.6805,1503,PRIMRY,5,R21,18.75,5760
241,3/23/2016,MC759,G35833,C,1,1190190,576000,"RED WILLOW OFFSHORE LLC",30.87,367411.653,3576,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC759,G35833,C,1,1190190,576000,"LLOG EXPLORATION OFFSHORE LLC",35,416566.5,3576,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC759,G35833,C,1,1190190,576000,"HOUSTON ENERGY LP",3.25,38681.175,3576,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC759,G35833,C,1,1190190,576000,"RIDGEWOOD ENERGY CORPORATION",30.87,367411.653,3576,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC767,G35834,C,1,7089624,8900000,"SHELL OFFSHORE INC.",100,7089624,4373,PRIMRY,7,R22,18.75,5760
241,3/23/2016,MC796,G35835,C,1,1475475,576000,"RED WILLOW OFFSHORE LLC",32.53,479972.0175,2208,PRIMRY,5,R21,18.75,5760
241,3/23/2016,KC106,G35889,C,1,1007324,1100000,"TOTAL E&P USA INC",40,402929.6,4799,PRIMRY,7,R22,18.75,5760
241,3/23/2016,KC258,G35890,C,1,1089624,,"SHELL OFFSHORE INC.",100,1089624,5685,PRIMRY,10,R23,18.75,5760
241,3/23/2016,KC921,G35891,C,1,600000,576000,"FREEPORT MCMORAN EXPLORATION & PRODUCTION LLC",50,300000,8627,PRIMRY,10,R23,18.75,5760
241,3/23/2016,KC921,G35891,C,1,600000,576000,"ANADARKO PETROLEUM CORPORATION",50,300000,8627,PRIMRY,10,R23,18.75,5760
241,3/23/2016,KC965,G35892,C,1,2250000,576000,"FREEPORT MCMORAN EXPLORATION & PRODUCTION LLC",50,1125000,8902,PRIMRY,10,R23,18.75,5760
241,3/23/2016,KC965,G35892,C,1,2250000,576000,"ANADARKO PETROLEUM CORPORATION",50,1125000,8902,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR021,G35893,C,1,695695,576000,"RED WILLOW OFFSHORE LLC",25,173923.75,6465,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR021,G35893,C,1,695695,576000,"LLOG EXPLORATION OFFSHORE LLC",35,243493.25,6465,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR021,G35893,C,1,695695,576000,"HOUSTON ENERGY LP",5,34784.75,6465,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR021,G35893,C,1,695695,576000,"RIDGEWOOD ENERGY CORPORATION",35,243493.25,6465,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR106,G35894,C,1,624624,1800000,"RED WILLOW OFFSHORE LLC",95,593392.8,6780,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR106,G35894,C,1,624624,1800000,"HOUSTON ENERGY LP",5,31231.2,6780,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR150,G35895,C,1,624624,770000,"RED WILLOW OFFSHORE LLC",95,593392.8,6377,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR150,G35895,C,1,624624,770000,"HOUSTON ENERGY LP",5,31231.2,6377,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR274,G35896,C,1,2400120,3000000,"EXXON MOBIL CORPORATION",100,2400120,6820,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR275,G35897,C,1,1200120,576000,"EXXON MOBIL CORPORATION",100,1200120,6823,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR289,G35898,C,1,1206557,576000,"STATOIL GULF OF MEXICO LLC",100,1206557,7522,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR333,G35899,C,1,2866687,576000,"STATOIL GULF OF MEXICO LLC",100,2866687,7899,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR533,G35900,C,1,736676,,"STATOIL GULF OF MEXICO LLC",100,736676,7059,PRIMRY,10,R23,18.75,5760
241,3/23/2016,WR594,G35901,C,1,609009,4300000,"RED WILLOW OFFSHORE LLC",25,152252.25,9808,REJECT,10,R23,18.75,5760
241,3/23/2016,WR594,G35901,C,1,609009,4300000,"LLOG EXPLORATION OFFSHORE LLC",70,426306.3,9808,REJECT,10,R23,18.75,5760
241,3/23/2016,WR594,G35901,C,1,609009,4300000,"HOUSTON ENERGY LP",5,30450.45,9808,REJECT,10,R23,18.75,5760
241,3/23/2016,WR595,G35902,C,1,609009,7800000,"RED WILLOW OFFSHORE LLC",25,152252.25,9893,REJECT,10,R23,18.75,5760
